threshold,number_of_patterns,mean_final_train_accuracy,std_final_train_accuracy,mean_epoch_train_accuracy,mean_final_test_accuracy,std_final_test_accuracy,mean_best_test_accuracy,std_best_test_accuracy
100,37,27.500000298023224,0.7685904718961493,26.90887920111418,21.993073970079422,0.4808988105899823,27.991254031658173,1.86326066566494
200,20,25.18390730023384,0.5377785833574035,25.02793088555336,21.3106007874012,0.4910912850674123,26.049744486808777,1.8371478817462306
300,14,23.988505750894547,0.6034209979744072,23.761522889882325,20.550780594348907,1.007946779364613,27.45311141014099,2.082467881801476
400,12,23.75287353992462,1.0010727178028134,23.328103332966567,20.50401896238327,0.734134485933709,26.879834085702896,1.7418940683254787
500,8,22.206896245479584,1.0054023571383497,21.93456888049841,20.197917073965073,0.7268700161746314,26.221626847982407,2.38957322105862
600,6,21.522988379001617,0.7847510032559328,21.34364934042096,19.03392106294632,0.4194524709991021,26.811081171035767,1.956478153167402
700,4,20.908045917749405,0.8461364711339852,20.627471183240413,18.83044332265854,0.6042600030549793,25.206258445978165,3.037650603349361
800,3,20.18390789628029,0.8980242158914882,20.163361989706754,18.064809292554855,0.8604357838582517,25.57327687740326,1.887865946982845
900,1,17.678160816431046,0.7707150562468201,17.430545933172105,18.104746788740158,3.5959128091299166,26.628077775239944,1.0369577427587657
1000,1,17.678160816431046,0.7707150562468201,17.43126432560384,18.103483021259308,3.596603637587081,26.628330498933792,1.036743247419733
