threshold,number_of_patterns,mean_final_train_accuracy,std_final_train_accuracy,mean_epoch_train_accuracy,mean_final_test_accuracy,std_final_test_accuracy,mean_best_test_accuracy,std_best_test_accuracy
100,272,55.42528748512268,1.4199477009402006,51.11632164120674,40.18831163644791,2.1743386746809077,40.9544512629509,1.9995115060592887
200,111,40.603448152542114,0.9328246201447082,38.54692519679666,30.81315368413925,1.7506107282061278,32.66139179468155,1.2349782419334658
300,64,35.316091775894165,0.7467947993504541,33.85318952053785,27.635104060173035,1.485632437195386,30.350841879844666,1.4374012265917324
400,45,32.689655125141144,0.6943326141501788,31.560517123341562,26.066932678222656,0.4916461737099723,28.819826543331146,1.2932988740811597
500,34,31.080460250377655,0.804925738352019,30.348505662381648,24.689853489398956,0.9302883839033468,27.322936058044434,1.9601378638582032
600,28,30.53448259830475,0.8232843305219804,29.83215503692627,24.463626444339752,0.632012739785637,29.227035641670227,1.7961092475186988
700,24,30.247126519680023,0.6934999305855667,29.41135044619441,24.27683100104332,0.9423783727997437,28.716444671154022,1.5932946380004047
800,21,30.189655125141144,0.5416040289023796,29.349683742970228,24.388301521539688,0.8074189777858087,28.41716766357422,2.6349430297944276
900,18,29.781609177589417,0.8839370605082084,28.954137801378966,23.977301120758057,1.0841723482474386,28.114604949951172,2.3673669617266677
1000,17,29.54597681760788,0.4350008342517184,28.779080340266226,23.665132969617844,0.810932839247272,27.19528779387474,2.0044959780015645
1100,15,29.666666090488434,0.700961518282867,28.82824699804187,23.750821202993393,1.0674077466010794,27.332794070243835,1.6950157947801507
1200,15,29.672413170337677,0.705774773910915,28.829798721522092,23.75006303191185,1.0699987103977773,27.332794070243835,1.6950157947801507
1300,15,29.6724134683609,0.691114484158273,28.828448148816825,23.750315606594086,1.067525329426702,27.332794070243835,1.6950157947801507
1400,13,29.45402294397354,0.6873761021283102,28.693419434130192,23.417673110961914,0.7871207522474082,28.081997632980347,2.4149815707887683
1500,13,29.454023241996765,0.6815858128391014,28.693419435620307,23.416409343481064,0.787202555459115,28.081997632980347,2.4149815707887683
1600,13,29.45402294397354,0.6873761021283102,28.693390698730944,23.41691479086876,0.7865089166188642,28.081997632980347,2.4149815707887683
1700,13,29.448275864124298,0.6834970502742528,28.69359185397625,23.416409194469452,0.7887942475517692,28.081997632980347,2.4149815707887683
1800,13,29.45402294397354,0.6873761021283102,28.693189553916454,23.41666206717491,0.7868423765647962,28.081997632980347,2.4149815707887683
1900,12,28.908045887947083,0.6163109612124232,28.453563127666712,22.746574729681015,1.3385001886640218,28.450532853603363,2.3972384446130515
2000,12,28.90229880809784,0.6186911959518808,28.453534393757582,22.747838497161865,1.3379708668615928,28.450532853603363,2.3972384446130515
